Book,#,Name,Ingredient,Idx,Category,Type,Page,Stock,,
Welcome Home,231,High Noon,Miracle Mile Redeye bitters,,Bitters (Redeye),,,,,
Welcome Home,232,High Noon,1 dehydrated lemon wheel,,Citrus (Lemon),,,3,,
Welcome Home,233,,,,,,,,,
Welcome Home,234,High Speech,lime wedge,,Citrus (Lime),,,3,,
Welcome Home,235,High Speech,Aleppo salt (equal parts Aleppo pepper and kosher salt),,Salt (Aleppo),,,3,,
Welcome Home,236,High Speech,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,237,High Speech,Tanqueray gin,,Gin (London dry),,,3,,
Welcome Home,238,High Speech,Emile Pernot Liqueur de Sapin,,Liqueur (Fir),,,,,
Welcome Home,239,High Speech,Bigallet thyme liqueur,,Liqueur (Thym),,,,,
Welcome Home,240,High Speech,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,241,High Speech,fresh yellow bell pepper juice,,Juice (Bell pepper),,,,,
Welcome Home,242,High Speech,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,243,High Speech,1 dehydrated lemon wheel,,Citrus (Lemon),,,3,,
Welcome Home,244,,,,,,,,,
Welcome Home,245,Hot Gossip,Plymouth Navy Strength gin,,Gin (Plymouth) (Navy Strength),,,,,
Welcome Home,246,Hot Gossip,Giffard crème de pamplemousse rose,,Liqueur (Grapefruit),,,,,
Welcome Home,247,Hot Gossip,Luxardo maraschino liqueur,,Liqueur (Maraschino Cherry),,,3,,
Welcome Home,248,Hot Gossip,Clear Creek Douglas Fir eau-de-vie,,Eau-de-vie (Douglas Fir),,,,,
Welcome Home,249,Hot Gossip,Fever-Tree tonic,,Tonic,,,2,,
Welcome Home,250,Hot Gossip,1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,251,,,,,,,,,
Welcome Home,252,Hula Hula Hideout,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,253,Hula Hula Hideout,Bodegas Yuste Aurora manzanilla sherry,,Sherry (Manzanilla),,,,,
Welcome Home,254,Hula Hula Hideout,Rhum J.M White 100 proof,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,255,Hula Hula Hideout,Pineapple Gum Syrup ,,Syrup (Pineapple),,,2,,
Welcome Home,256,Hula Hula Hideout,Harmless Harvest coconut water,,Water (Coconut),,,2,,
Welcome Home,257,Hula Hula Hideout,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,258,Hula Hula Hideout,1 pineapple frond,,Pineapple (Frond),,,3,,
Welcome Home,259,,,,,,,,,
Welcome Home,260,Junior Marvin,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,261,Junior Marvin,El Dorado 3 Year,,Rum (Demerara),,,3,,
Welcome Home,262,Junior Marvin,Kalani Ron de Coco coconut liqueur,,Liqueur (Coconut),,,,,
Welcome Home,263,Junior Marvin,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,264,Junior Marvin,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,265,Junior Marvin,Giffard menthe-pastille,,Liqueur (Mint),,,,,
Welcome Home,266,,,,,,,,,
Welcome Home,267,Kid Dynamite,Wild Turkey 101 rye,,Whiskey (Rye),,,3,,
Welcome Home,268,Kid Dynamite,Empirical Spirits Habanero Spirit,,Spirit (Habanero),,,,,
Welcome Home,269,Kid Dynamite,House Grenadine ,,Syrup (Grenadine),,,3,,
Welcome Home,270,Kid Dynamite,grapefruit soda,,Soda (Grapefruit),,,,,
Welcome Home,271,Kid Dynamite,1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,272,,,,,,,,,
Welcome Home,273,Kid Dynamite (NA),Seedlip Grove 42 Citrus,,Water (Flavored),,,,,
Welcome Home,274,Kid Dynamite (NA),House Grenadine ,,Syrup (Grenadine),,,3,,
Welcome Home,275,Kid Dynamite (NA),grapefruit soda,,Soda (Grapefruit),,,,,
Welcome Home,276,Kid Dynamite (NA),1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,277,,,,,,,,,
Welcome Home,278,Kingston Americano,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,
Welcome Home,279,Kingston Americano,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,280,Kingston Americano,grapefruit soda,,Soda (Grapefruit),,,,,
Welcome Home,281,Kingston Americano,Pinch of salt and 1 grapefruit half wheel,,Salt and Citrus (Grapefruit),,,3,,
Welcome Home,282,,,,,,,,,
Welcome Home,283,Kinsale Cooler,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,284,Kinsale Cooler,Tanqueray 10 gin,,Gin (London dry),,,3,,
Welcome Home,285,Kinsale Cooler,Lustau Papirusa,,Sherry (Manzanilla),,,,,
Welcome Home,286,Kinsale Cooler,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,287,Kinsale Cooler,St-Germain elderflower liqueur,,Liqueur (Elderflower),,,3,,
Welcome Home,288,Kinsale Cooler,Suze,,Liqueur (Suze),,,3,,
Welcome Home,289,Kinsale Cooler,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,290,Kinsale Cooler,Scrappy’s celery bitters,,Bitters (Celery),,,,,
Welcome Home,291,Kinsale Cooler,1 lemon wheel,,Citrus (Lemon),,,3,,
Welcome Home,292,,,,,,,,,
Welcome Home,293,Lady Stardust,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,294,Lady Stardust,Siembra Valles Ancestral tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,295,Lady Stardust,Zucca,,Amaro (Rabarbaro) (Zucca),,,,,
Welcome Home,296,Lady Stardust,Strawberry Syrup ,,Syrup (Strawberry),,,,,
Welcome Home,297,Lady Stardust,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,298,,,,,,,,,
Welcome Home,299,Left a Woman Waiting,strawberry,,Fruit (Strawberry),,,,,
Welcome Home,300,Left a Woman Waiting,Siembra Azul blanco tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,301,Left a Woman Waiting,Wray & Nephew (overproof),,Rum (Jamaican) (Unaged) (Overproof),,,,,
Welcome Home,302,Left a Woman Waiting,Rhum Clément Créole Shrubb,,Liqueur (Orange),,,3,,
Welcome Home,303,Left a Woman Waiting,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,304,Left a Woman Waiting,Honey Syrup ,,Syrup (Honey),,,3,,
Welcome Home,305,Left a Woman Waiting,Cinnamon Syrup ,,Syrup (Cinnamon),,,3,,
Welcome Home,306,Left a Woman Waiting,Peychaud’s bitters,,Bitters (Peychaud's),,,3,,
Welcome Home,307,Left a Woman Waiting,dry apple cider,,Cider (Apple),,,,,
Welcome Home,308,Left a Woman Waiting,1 strawberry and 1 orange wheel,,Fruit (Strawberry) and Citrus (Orange),,,,,
Welcome Home,309,,,,,,,,,
Welcome Home,310,Lipstick Vogue,Etienne Dupont Cidre,,Cider (Apple),,,,,
Welcome Home,311,Lipstick Vogue,Lemorton Pommeau de Normandie,,Pommeau de Normandie,,,,,
Welcome Home,312,Lipstick Vogue,Lejay crème de cassis de Dijon,,Liqueur (Cassis),,,,,
Welcome Home,313,Lipstick Vogue,Bowmore 12-year scotch,,Whisky (Scotch) (Islay),,,3,,
Welcome Home,314,Lipstick Vogue,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,315,Lipstick Vogue,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,316,Lipstick Vogue,1 dehydrated apple slice,,Fruit (Apple),,,2,,
Welcome Home,317,,,,,,,,,
Welcome Home,318,Long Con,Isastegi Spanish cider,,Cider (Apple),,,,,
Welcome Home,319,Long Con,Linie aquavit,,Aquavit (Aged),,,,,
Welcome Home,320,Long Con,Laird’s bonded apple brandy,,Brandy (Apple),,,3,,
Welcome Home,321,Long Con,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,322,Long Con,Demerara Syrup ,,Syrup (Demerara),,,3,,
Welcome Home,323,Long Con,Don’s Spices ,,Mix (Don’s Spices ),,,3,,
Welcome Home,324,Long Con,1 apple fan,,Fruit (Apple),,,2,,
Welcome Home,325,,,,,,,,,
Welcome Home,326,Long Division,cold tonic water,,Tonic,,,2,,
Welcome Home,327,Long Division,Clear Creek 2-year apple brandy,,Brandy (Apple),,,3,,
Welcome Home,328,Long Division,Highland Park 12-year scotch,,Whisky (Scotch) (Highlands),,,2,,
Welcome Home,329,Long Division,Cruzan Blackstrap,,Rum (Black strap),,,3,,
Welcome Home,330,Long Division,Galliano Ristretto,,Liqueur (Coffee),,,,,
Welcome Home,331,Long Division,cold brew coffee,,Coffee (Cold Brew),,,2,,
Welcome Home,332,Long Division,Demerara Syrup ,,Syrup (Demerara),,,3,,
Welcome Home,333,,,,,,,,,
Welcome Home,334,Lost Cause,Aval cider,,Cider (Apple),,,,,
Welcome Home,335,Lost Cause,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,336,Lost Cause,St. George spiced pear liqueur,,Liqueur (Pear),,,,,
Welcome Home,337,Lost Cause,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,338,Lost Cause,Clear Creek pear brandy,,Eau-de-vie (Pear),,,,,
Welcome Home,339,,,,,,,,,
Welcome Home,340,Ludicrous Speed,lime wedge,,Citrus (Lime),,,3,,
Welcome Home,341,Ludicrous Speed,Kosher salt,,Salt,,,3,,
Welcome Home,342,Ludicrous Speed,Victory Prima Pils,,Beer (Pilsner),,,,,
Welcome Home,343,Ludicrous Speed,La Favorite Blanc,,Rum (Agricole) (Unaged),,,3,,
Welcome Home,344,Ludicrous Speed,Jalapeño-Infused Siembra Valles Blanco Tequila ,,Agave (Tequila) (Blanco) (Infusion : Jalapeño),Infusion,,,,
Welcome Home,345,Ludicrous Speed,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,346,Ludicrous Speed,Pineapple Gum Syrup ,,Syrup (Pineapple),,,2,,
Welcome Home,347,Ludicrous Speed,fresh makrut lime leaf,,Leaf (Makrut lime),,,,,
Welcome Home,348,Ludicrous Speed,1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,349,,,,,,,,,
Welcome Home,350,Moon Magic,cava,,Wine (Sparkling),,,2,,
Welcome Home,351,Moon Magic,Park Pineau des Charentes,,Pineau des Charentes,,,,,
Welcome Home,352,Moon Magic,Rhum J.M V.S.O.P.,,Rum (Agricole),,,3,,
Welcome Home,353,Moon Magic,Fusion verjus blanc,,Verjus (Blanc),,,,,
Welcome Home,354,Moon Magic,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,355,Moon Magic,Terra Spice birch extract,,Extract (Birch),,,,,
Welcome Home,356,Moon Magic,1 edible flower,,Flower (Edible),,,,,
Welcome Home,357,,,,,,,,,
Welcome Home,358,Moon River,Lillet blanc,,Apéritif (Lillet blanc),,,3,,
Welcome Home,359,Moon River,Strawberry-Infused Plymouth Gin ,,Gin (Plymouth) (Infusion : Strawberry),Infusion,,,,
Welcome Home,360,Moon River,Avuá Prata cachaça,,Cachaça,,,,,
Welcome Home,361,Moon River,Marie Brizard white crème de cacao,,Liqueur (Cacao),,,,,
Welcome Home,362,Moon River,Lactic Acid Solution ,,Acid (Lactic),,,,,
Welcome Home,363,Moon River,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,364,Moon River,water,,Water,,,3,,
Welcome Home,365,,,,,,,,,
Welcome Home,366,Moonrunner,Lillet rosé,,Apéritif (Lillet Rosé),,,,,
Welcome Home,367,Moonrunner,Beefeater gin,,Gin (London dry),,,3,,
Welcome Home,368,Moonrunner,Giffard crème de pamplemousse rose,,Liqueur (Grapefruit),,,,,
Welcome Home,369,Moonrunner,Grapefruit Cordial ,,Cordial (Grapefruit),,,,,
Welcome Home,370,Moonrunner,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,371,Moonrunner,sparkling rosé,,Wine (Sparkling),,,2,,
Welcome Home,372,Moonrunner,1 grapefruit half wheel and 1 viola flower,,Citrus (Grapefruit) and Flower (Viola),,,3,,
Welcome Home,373,,,,,,,,,
Welcome Home,374,Outrigger,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,375,Outrigger,El Tesoro Reposado tequila,,Agave (Tequila) (Reposado),,,,,
Welcome Home,376,Outrigger,Amaro Ramazzotti,,Amaro (Medium) (Ramazzotti),,,,,
Welcome Home,377,Outrigger,Hamilton Jamaican Black,,Rum (Jamaican),,,3,,
Welcome Home,378,Outrigger,Tamarind Demerara Syrup ,,Syrup (Demerara) (Tamarind),,,,,
Welcome Home,379,Outrigger,acid phosphate,,Acid (Phosphate),,,,,
Welcome Home,380,Outrigger,Terra Spice cola extract,,Extract (Cola),,,,,
Welcome Home,381,Outrigger,1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,382,,,,,,,,,
Welcome Home,383,Outrigger,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,384,Outrigger,Seedlip Spice 94,,Water (Flavored),,,,,
Welcome Home,385,Outrigger,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,386,Outrigger,Tamarind Demerara Syrup ,,Syrup (Demerara) (Tamarind),,,,,
Welcome Home,387,Outrigger,acid phosphate,,Acid (Phosphate),,,,,
Welcome Home,388,Outrigger,Terra Spice cola extract,,Extract (Cola),,,,,
Welcome Home,389,Outrigger,1 lime wedge,,Citrus (Lime),,,3,,
Welcome Home,390,,,,,,,,,
Welcome Home,391,Parallel Lives,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,392,Parallel Lives,Henriques & Henriques rainwater madeira,,Wine (Madeira),,,,,
Welcome Home,393,Parallel Lives,St. George Dry Rye reposado gin,,Gin (Contemporary) (Aged),,,,,
Welcome Home,394,Parallel Lives,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,395,Parallel Lives,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,396,Parallel Lives,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,397,Parallel Lives,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,398,Parallel Lives,1 pineapple wedge and Angostura bitters,,Fruit (Pineapple) and Bitters (Aromatic),,,3,,
Welcome Home,399,,,,,,,,,
Welcome Home,400,Repeater,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,401,Repeater,Bertoux brandy,,Brandy (Grape),,,3,,
Welcome Home,402,Repeater,Italicus Rosolio bergamot liqueur,,Liqueur (Bergamot),,,,,
Welcome Home,403,Repeater,Clear Creek Muscat Grappa,,Eau-de-vie (Grape) (Grappa),,,,,
Welcome Home,404,Repeater,Bay Leaf Syrup ,,Syrup (Bay Leaf),,,,,
Welcome Home,405,Repeater,Citric Acid Solution ,,Acid (Citric),,,2,,
Welcome Home,406,Repeater,water,,Water,,,3,,
Welcome Home,407,Repeater,1 bay leaf,,Leaf (Bay),,,3,,
Welcome Home,408,,,,,,,,,
Welcome Home,409,Ron Coco,El Dorado 8 Year,,Rum (Demerara),,,3,,
Welcome Home,410,Ron Coco,oloroso sherry,,Sherry (Oloroso),,,3,,
Welcome Home,411,Ron Coco,Harmless Harvest coconut water,,Water (Coconut),,,2,,
Welcome Home,412,Ron Coco,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,413,Ron Coco,Citric Acid Solution ,,Acid (Citric),,,2,,
Welcome Home,414,Ron Coco,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,415,Ron Coco,1 lemon wedge,,Citrus (Lemon),,,3,,
Welcome Home,416,,,,,,,,,
Welcome Home,417,Savage Islands,Stillwater Nu-Tropic IPA,,Beer (IPA),,,2,,
Welcome Home,418,Savage Islands,Henriques & Henriques rainwater madeira,,Wine (Madeira),,,,,
Welcome Home,419,Savage Islands,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,420,Savage Islands,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,421,Savage Islands,simple syrup ,,Syrup (Simple),,,3,,
Welcome Home,422,Savage Islands,Angostura bitters,,Bitters (Aromatic),,,3,,
Welcome Home,423,Savage Islands,1 dehydrated pineapple slice,,Fruit (Pineapple),,,,,
Welcome Home,424,,,,,,,,,
Welcome Home,425,Scarlet Tanager,Cappelletti Vino Aperitivo,,Amaro (Aperitivo) (Cappelletti),,,,,
Welcome Home,426,Scarlet Tanager,Niçoise Olive–Infused Yaguara Ouro Cachaça ,,Cachaça (Aged) (Infusion : Olive),Infusion,,,,
Welcome Home,427,Scarlet Tanager,Strawberry Syrup ,,Syrup (Strawberry),,,,,
Welcome Home,428,Scarlet Tanager,Citric Acid Solution ,,Acid (Citric),,,2,,
Welcome Home,429,Scarlet Tanager,Salt Solution ,,Salt (Solution),,,3,,
Welcome Home,430,Scarlet Tanager,water,,Water,,,3,,
Welcome Home,431,Scarlet Tanager,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,432,Scarlet Tanager,1 olive on a skewer,,Olive,,,3,,
Welcome Home,433,,,,,,,,,
Welcome Home,434,Seven Year Itch,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,435,Seven Year Itch,Lemorton Selection calvados domfrontais,,Brandy (Apple),,,3,,
Welcome Home,436,Seven Year Itch,yellow Chartreuse,,Chartreuse (Yellow),,,,,
Welcome Home,437,Seven Year Itch,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,438,Seven Year Itch,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,439,Seven Year Itch,Bitter Truth aromatic bitters,,Bitters (Aromatic),,,3,,
Welcome Home,440,,,,,,,,,
Welcome Home,441,Shoganai,Hibiki Japanese Harmony whisky,,Whisky (Japanese),,,2,,
Welcome Home,442,Shoganai,Cyril Zangs 00 apple cider eau-de-vie,,Eau-de-vie (Apple),,,,,
Welcome Home,443,Shoganai,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,444,Shoganai,Champagne Acid Solution ,,Acid (Champagne),,,,,
Welcome Home,445,Shoganai,Aval cider,,Cider (Apple),,,,,
Welcome Home,446,Shoganai,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,447,Shoganai,1 apple fan,,Fruit (Apple),,,2,,
Welcome Home,448,,,,,,,,,
Welcome Home,449,Silverheels,dry apple cider,,Cider (Apple),,,,,
Welcome Home,450,Silverheels,High West Silver oat whiskey,,Whiskey (Unaged Oat),,,,,
Welcome Home,451,Silverheels,Clear Creek 2-year apple brandy,,Brandy (Apple),,,3,,
Welcome Home,452,Silverheels,fresh pineapple juice,,Juice (Pineapple),,,3,,
Welcome Home,453,Silverheels,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,454,Silverheels,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,455,Silverheels,Bittermens ‘Elemakule tiki bitters,,Bitters (Tiki),,,,,
Welcome Home,456,Silverheels,1 apple slice and 1 mint bouquet,,Fruit (Apple) and Mint,,,2,,
Welcome Home,457,,,,,,,,,
Welcome Home,458,Sinergia,Rittenhouse rye,,Whiskey (Rye),,,3,,
Welcome Home,459,Sinergia,Laird’s bonded apple brandy,,Brandy (Apple),,,3,,
Welcome Home,460,Sinergia,Smith & Cross Jamaica rum,,Rum (Jamaican) (Overproof),,,3,,
Welcome Home,461,Sinergia,St. George spiced pear liqueur,,Liqueur (Pear),,,,,
Welcome Home,462,Sinergia,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,463,Sinergia,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,464,Sinergia,Lambrusco,,Wine (Lambrusco),,,,,
Welcome Home,465,,,,,,,,,
Welcome Home,466,Slightly Stormy,tonic water,,Tonic,,,2,,
Welcome Home,467,Slightly Stormy,Jameson Irish whiskey,,Whiskey (Irish),,,2,,
Welcome Home,468,Slightly Stormy,Cruzan Blackstrap,,Rum (Black strap),,,3,,
Welcome Home,469,Slightly Stormy,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,470,Slightly Stormy,House Ginger Syrup ,,Syrup (Ginger),,,2,,
Welcome Home,471,Slightly Stormy,cold brew coffee,,Coffee (Cold Brew),,,2,,
Welcome Home,472,Slightly Stormy,1 piece ginger candy on a skewer,,Ginger,,,,,
Welcome Home,473,,,,,,,,,
Welcome Home,474,Sound and Fury,lime wedge,,Citrus (Lime),,,3,,
Welcome Home,475,Sound and Fury,Aleppo salt (equal parts Aleppo pepper and kosher salt),,Salt (Aleppo),,,3,,
Welcome Home,476,Sound and Fury,Calle 23 blanco tequila,,Agave (Tequila) (Blanco),,,3,,
Welcome Home,477,Sound and Fury,Ancho Reyes ancho chile liqueur,,Liqueur (Ancho Chile),,,,,
Welcome Home,478,Sound and Fury,fresh lime juice,,Juice (Lime),,,3,,
Welcome Home,479,Sound and Fury,fresh red bell pepper juice,,Juice (Bell pepper),,,,,
Welcome Home,480,Sound and Fury,Raspberry Syrup ,,Syrup (Raspberry),,,2,,
Welcome Home,481,Sound and Fury,1 lime wheel,,Citrus (Lime),,,3,,
Welcome Home,482,,,,,,,,,
Welcome Home,483,Spritz Roselle,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,484,Spritz Roselle,Lo-Fi gentian amaro,,Amaro (Light) (Lo-Fi),,,,,
Welcome Home,485,Spritz Roselle,Capurro Acholado pisco,,Brandy (Pisco),,,,,
Welcome Home,486,Spritz Roselle,Suze,,Liqueur (Suze),,,3,,
Welcome Home,487,Spritz Roselle,Giffard Crème de Fruits de la Passion,,Liqueur (Passion fruit),,,,,
Welcome Home,488,Spritz Roselle,Cane Sugar Syrup ,,Syrup (Cane),,,3,,
Welcome Home,489,Spritz Roselle,Citric Acid Solution ,,Acid (Citric),,,2,,
Welcome Home,490,Spritz Roselle,1 edible flower,,Flower (Edible),,,,,
Welcome Home,491,,,,,,,,,
Welcome Home,492,Starfish and Coffee,tonic water,,Tonic,,,2,,
Welcome Home,493,Starfish and Coffee,Gosling’s Black Seal rum,,Rum (English),,,3,,
Welcome Home,494,Starfish and Coffee,Punt e Mes,,Vermouth (Sweet),,,3,,
Welcome Home,495,Starfish and Coffee,cold brew concentrate,,Coffee (Cold Brew),,,2,,
Welcome Home,496,Starfish and Coffee,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,497,,,,,,,,,
Welcome Home,498,Tandem Jump,dry sparkling wine,,Wine (Sparkling),,,2,,
Welcome Home,499,Tandem Jump,Avuá Amburana cachaça,,Cachaça (Aged) (Amburana),,,,,
Welcome Home,500,Tandem Jump,Tapatío Anejo tequila,,Agave (Tequila) (Anejo),,,,,
Welcome Home,501,Tandem Jump,Galliano Ristretto,,Liqueur (Coffee),,,,,
Welcome Home,502,Tandem Jump,cold brew concentrate,,Coffee (Cold Brew),,,2,,
Welcome Home,503,Tandem Jump,Pineapple Gum Syrup ,,Syrup (Pineapple),,,2,,
Welcome Home,504,,,,,,,,,
Welcome Home,505,Tiny Fortunes,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,506,Tiny Fortunes,Woody Creek vodka,,Vodka,,,2,,
Welcome Home,507,Tiny Fortunes,Barsol pisco,,Brandy (Pisco),,,,,
Welcome Home,508,Tiny Fortunes,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,509,Tiny Fortunes,Blackberry Syrup (see Raspberry Syrup on this page and substitute blackberries for raspberries),,Syrup (Blackberry),,,,,
Welcome Home,510,Tiny Fortunes,Dolin Génépy des Alpes liqueur,,Liqueur (Génépy),,,,,
Welcome Home,511,Tiny Fortunes,1 lemon wheel and 1 blackberry on a skewer,,Citrus (Lemon) and Fruit (Blackberry),,,3,,
Welcome Home,512,,,,,,,,,
Welcome Home,513,Ursa Major,cold-brewed Rare Tea Company genmaicha,,Tea (Genmaicha),,,,,
Welcome Home,514,Ursa Major,St. George California rice shochu,,Shochu (Rice),,,,,
Welcome Home,515,Ursa Major,Marie Brizard white crème de cacao,,Liqueur (Cacao),,,,,
Welcome Home,516,Ursa Major,Vanilla Syrup ,,Syrup (Vanilla),,,2,,
Welcome Home,517,Ursa Major,lactart,,Lactart,,,,,
Welcome Home,518,Ursa Major,1 lemon twist,,Citrus (Lemon),,,3,,
Welcome Home,519,,,,,,,,,
Welcome Home,520,Velvet Buzzsaw,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,521,Velvet Buzzsaw,Beefeater gin,,Gin (London dry),,,3,,
Welcome Home,522,Velvet Buzzsaw,Giffard rhubarb liqueur,,Liqueur (Rhubarb),,,,,
Welcome Home,523,Velvet Buzzsaw,Campari,,Amaro (Aperitivo) (Campari),,,3,,
Welcome Home,524,Velvet Buzzsaw,Dolin blanc vermouth,,Vermouth (Blanc),,,2,,
Welcome Home,525,Velvet Buzzsaw,Raspberry Syrup ,,Syrup (Raspberry),,,2,,
Welcome Home,526,Velvet Buzzsaw,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,527,Velvet Buzzsaw,1 lemon wheel and 1 viola flower,,Citrus (Lemon) and Flower (Viola),,,3,,
Welcome Home,528,,,,,,,,,
Welcome Home,529,Walkin’ After Midnight,cold seltzer,,Water (Sparkling),,,3,,
Welcome Home,530,Walkin’ After Midnight,Chateau La Fleur d’Or Sauternes,,Wine (Sauternes),,,,,
Welcome Home,531,Walkin’ After Midnight,Pierre Ferrand ambré cognac,,Brandy (Grape),,,3,,
Welcome Home,532,Walkin’ After Midnight,Suze,,Liqueur (Suze),,,3,,
Welcome Home,533,Walkin’ After Midnight,fresh lemon juice,,Juice (Lemon),,,3,,
Welcome Home,534,Walkin’ After Midnight,Passion Fruit Syrup ,,Syrup (Passion fruit),,,3,,
Welcome Home,535,Walkin’ After Midnight,1 lemon wheel,,Citrus (Lemon),,,3,,
Welcome Home,536,,,,,,,,,
Welcome Home,537,Water-Tiger,Dewazikura Tobiroku sparkling sake,,Sake (Sparkling),,,,,
